Fecha,Importe,Categoria
2022-01-10,-13.23,comida_fuera
2020-03-05,-7.89,suscripcion
2021-02-26,-2.19,viajes
2024-12-22,-8.65,suscripcion
2020-09-18,3.87,mascota
2020-06-01,-282.76,movimiento
2023-12-05,-1.67,compras
2024-10-10,-8.21,amazon
2019-11-11,-8.5,ocio
2024-12-16,-10.27,comida_fuera
2021-05-02,-2.33,comida_fuera
2024-04-16,-6.19,comida
2020-09-03,-555.59,prestamo
2023-08-28,-2.83,otros
2024-05-15,-3.88,suscripcion
2022-11-09,103.58,ingresos
2023-07-24,-351.03,viajes
2023-10-24,4.41,tecnologia
2024-10-10,17.14,ingresos
2021-10-03,-8.07,tecnologia
2021-04-28,-176.5,otros
2020-03-31,-8.74,comida_fuera
2024-07-29,3.42,mascota
2024-10-12,-12.94,mascota
2022-03-04,-96.61,impuestos
2021-11-21,-8.72,comida_fuera
2023-03-30,-92.45,otros
2019-11-01,-16.88,salud
2024-06-18,-10.31,ocio
2023-02-27,-11.14,bizum
2024-06-12,-10.88,servicios
2024-01-17,0.76,transporte
2023-03-16,-3.14,ocio
2022-03-07,-10.09,movimiento
2023-02-15,-9.58,suscripcion
2023-12-01,-6.73,transporte
2024-04-24,-3.64,comida_fuera
2025-02-03,-7.01,otros
2019-12-11,0.92,compras
2024-12-08,-13.66,transporte
2019-08-31,-42.25,comida_fuera
2025-01-19,-93.74,impuestos
2024-06-06,-8.35,suscripcion
2022-07-29,-4.52,bizum
2021-06-29,-81.85,servicios
2024-11-10,-45.13,bizum
2023-03-14,-7.14,deporte
2024-04-18,-37.84,transporte
2024-01-08,-1.89,tecnologia
2021-06-28,-63.17,tecnologia
2021-05-10,-45.62,otros
2020-02-02,-686.03,movimiento
2019-12-09,2129.45,ingresos
2024-09-19,-4.88,suscripcion
2022-10-27,-616.02,prestamo
2022-12-27,-628.59,vivienda
2022-04-22,389.88,ingresos
2024-10-13,87.98,ingresos
2021-04-27,-3.93,mascota
2023-05-07,-84.56,impuestos
2019-12-27,-2.66,amazon
2024-01-12,-34.39,mascota
2022-08-07,-52.42,compras
2022-11-12,-40.92,bizum
2022-04-18,706.77,ingresos
2021-11-21,-6.73,compras
2024-02-09,3.54,tecnologia
2024-12-17,1.18,transporte
2019-05-31,-35.01,servicios
2021-10-26,-0.06,compras
2024-10-18,-3.86,transporte
2023-07-04,-1.4,amazon
2022-11-12,-5.94,suscripcion
2024-09-18,-6.03,viajes
2023-03-10,-434.21,vivienda
2024-11-09,-7.27,tecnologia
2023-09-23,-31.27,mascota
2024-04-06,-6.54,compras
2024-02-23,-8.47,ingresos
2021-10-26,-6.59,movimiento
2023-09-16,-11.81,comida_fuera
2022-03-08,-344.67,prestamo
2024-08-14,-12.14,amazon
2023-01-08,-1.24,compras
2022-08-28,-590.49,prestamo
2022-10-27,91.82,ingresos
2022-02-18,-10.53,otros
2020-12-14,-7.92,comida_fuera
2024-02-07,2.95,mascota
2024-08-17,-7.43,comida
2023-08-10,-0.85,salud
2024-05-02,-670.69,vivienda
2024-07-31,-3.7,ocio
2023-12-06,-9.36,prestamo
2022-06-26,-2.13,tecnologia
2025-02-23,258.67,ingresos
2023-12-19,4.68,mascota
2023-07-29,1.77,deporte
2021-08-26,-455.1,prestamo
2024-01-29,-4.98,comida
2023-01-18,-7.71,bizum
2024-07-29,3.18,compras
2023-09-11,-7.52,bizum
2020-08-06,-18.59,compras
2023-07-03,-3.3,bizum
2019-05-31,-46.32,servicios
2024-06-22,-2.93,tecnologia
2020-12-25,-5.8,suscripcion
2024-09-05,-9.33,ocio
2024-06-23,-412.41,transporte
2024-10-22,-7.8,salud
2020-04-20,1.68,otros
2024-01-15,-643.51,vivienda
2019-05-31,-48.63,movimiento
2024-07-20,2.12,tecnologia
2023-02-25,-20.28,servicios
2024-06-29,-13.98,comida
2021-08-21,-11.02,comida
2024-04-17,-2.15,comida_fuera
2024-12-01,-13.94,seguros
2019-05-31,-19.14,viajes
2023-09-25,-3.08,comida_fuera
2019-10-20,-19.45,suscripcion
2021-02-28,-34.36,impuestos
2023-07-12,-5.22,amazon
2023-12-29,-6.74,mascota
2024-04-03,0.18,compras
2024-12-25,-5.91,bizum
2024-10-06,-123.58,impuestos
2020-01-29,-9.76,tecnologia
2022-12-27,-614.83,prestamo
2022-08-04,0.04,amazon
2023-05-08,-3.34,comida_fuera
2023-06-25,-1.02,comida_fuera
2024-01-15,-62.18,servicios
2023-07-18,-32.85,bizum
2020-03-18,-25.53,servicios
2024-07-09,-3.19,suscripcion
2021-10-28,-55.3,comida
2019-08-25,-10.81,compras
2021-07-03,-52.05,impuestos
2023-07-28,-604.34,vivienda
2023-10-12,-19.42,transporte
2023-07-12,-3.41,tecnologia
2021-01-17,-12.23,suscripcion
2024-09-09,-4.58,servicios
2022-11-27,-3.76,comida
2021-05-25,-14.81,comida_fuera
2024-01-22,-2.48,otros
2021-08-01,-14.68,vivienda
2023-09-21,-46.54,mascota
2023-04-25,-2.77,deporte
2021-10-18,-7.09,servicios
2020-09-08,-5.75,compras
2024-08-28,-21.73,comida
2023-06-09,-652.12,vivienda
2023-12-15,-0.74,viajes
2021-11-12,-6.09,ocio
2024-02-21,-16.35,tecnologia
2023-02-22,-7.35,servicios
2021-05-07,-298.22,servicios
2023-11-04,-108.01,impuestos
2020-07-09,-103.11,servicios
2024-10-22,-62.5,mascota
2021-10-23,-242.85,movimiento
2023-04-30,-22.6,compras
2022-12-11,-146.98,servicios
2022-05-27,-60.6,bizum
2023-10-01,-153.63,movimiento
2023-05-07,-31.4,compras
2023-08-23,-17.56,ocio
2022-07-29,-6.24,salud
2023-11-13,5.04,tecnologia
2023-08-27,-514.09,vivienda
2021-06-10,-14.91,amazon
2023-04-28,-10.76,impuestos
2023-06-27,-9.44,transporte
2024-08-19,-31.51,compras
2019-11-15,-13.91,salud
2021-04-26,-9.87,comida_fuera
2024-05-13,-5.29,comida_fuera
2024-07-28,10.38,transporte
2020-11-05,-367.01,servicios
2024-05-25,248.62,seguros
2022-06-22,0.99,tecnologia
2022-10-03,-3.74,transporte
2024-10-18,5.82,tecnologia
2024-07-20,-9.52,comida_fuera
2019-07-20,-9.54,compras
2024-11-10,-6.41,mascota
2022-04-02,-119.43,movimiento
2023-01-23,15.2,ingresos
2021-03-31,-587.55,vivienda
2020-08-07,-9.93,suscripcion
2024-05-24,98.33,ingresos
2024-03-29,-2.08,amazon
2024-06-07,-14.45,suscripcion
2024-08-22,-1.6,compras
2020-04-12,-179.25,tecnologi­a
2024-09-03,-15.45,seguros
2023-06-21,-1.91,bizum
2021-11-17,-69.72,amazon
2024-08-22,-46.08,impuestos
2022-12-10,2.18,comida
2022-02-11,5.0,tecnologia
2022-05-12,-32.09,servicios
2023-01-21,-10.72,suscripcion
2022-07-15,1.33,comida
2023-03-01,-5.78,comida_fuera
2024-06-08,4.41,mascota
2024-05-23,-10.8,ocio
2021-12-17,-8.52,salud
2023-05-06,-8.42,comida_fuera
2022-02-15,-1.73,tecnologia
2024-10-20,17.68,ingresos
2023-09-05,-49.42,bizum
2019-05-31,-840.2,movimiento
2023-03-31,-0.9,mascota
2024-06-17,-14.56,comida
2022-10-20,-159.46,amazon
2019-10-12,92.77,ingresos
2023-03-18,737.92,ingresos
2019-08-08,-9.57,suscripcion
2022-08-11,-8.41,salud
2023-02-08,-9.01,comida
2022-06-30,-8.44,deporte
2024-07-03,1.9,tecnologia
2023-03-01,-498.98,movimiento
2023-09-07,-650.8,vivienda
2019-08-07,-13.01,movimiento
2023-01-30,-56.11,movimiento
2023-07-25,-40.96,mascota
2021-02-03,-3.24,salud
2021-06-30,-853.76,vivienda
2025-01-26,669.81,ingresos
2023-09-12,-9.62,ocio
2021-12-31,-676.44,prestamo
2023-05-08,-42.35,seguros
2023-01-18,-27.16,movimiento
2024-06-28,-1.7,tecnologia
2019-11-23,-4.31,salud
2023-08-15,-8.61,comida_fuera
2024-04-17,1.92,transporte
2021-08-22,-670.33,vivienda
2022-08-13,-0.27,comida
2021-02-05,-1.01,salud
2023-03-05,-8.61,viajes
2024-12-28,-7.36,seguros
2019-08-13,13.24,ingresos
2023-01-18,-569.14,vivienda
2022-03-23,-136.81,movimiento
2024-02-26,-8.39,bizum
2023-07-16,-5.42,compras
2023-04-03,-798.61,prestamo
2024-11-12,6.28,tecnologia
2022-02-28,-36.86,transporte
2024-11-20,-3.62,transporte
2022-03-31,-4.2,otros
2022-02-15,0.69,tecnologia
2021-10-28,1.6,ingresos
2021-12-12,-8.89,comida_fuera
2022-08-29,61.85,ingresos
2022-08-13,-593.93,vivienda
2019-05-31,-10.36,transporte
2023-08-14,0.61,transporte
2022-09-10,-5.1,comida
2024-07-08,-14.9,suscripcion
2023-07-26,4.27,comida_fuera
2023-10-23,-462.47,vivienda
2024-07-18,-4.57,comida
2024-06-24,-5.54,ocio
2019-10-04,-12.5,comida
2024-03-16,-5.75,comida
2023-05-27,21.39,ingresos
2023-04-14,-7.74,comida_fuera
2021-02-02,-3.41,ocio
2021-09-09,-43.94,movimiento
2022-10-06,-643.13,prestamo
2020-04-18,-12.26,viajes
2021-02-13,-16.55,compras
2023-09-09,-9.05,otros
2021-04-09,-7.32,otros
2020-11-09,0.78,transporte
2023-11-12,-2.39,mascota
2023-02-16,-40.23,bizum
2023-02-19,-10.34,comida
2024-08-07,-11.36,salud
2023-01-19,-2.88,otros
2023-07-23,0.02,tecnologia
2024-07-20,-9.87,suscripcion
2020-02-18,14.54,ingresos
2025-02-06,-58.12,bizum
2024-09-02,-15.22,tecnologia
2024-06-29,-12.51,comida_fuera
2021-06-10,-309.19,comida
2023-09-22,-2.52,comida
2022-02-19,1.18,comida_fuera
2024-07-13,7.67,seguros
2023-03-07,-2.13,ocio
2020-07-16,16.57,ingresos
2022-08-24,-12.37,ocio
2020-01-24,-16.94,compras
2024-06-21,-6.35,suscripcion
2020-10-17,0.84,comida
2024-09-19,-17.27,amazon
2021-04-24,-12.5,impuestos
2024-01-14,17.91,ingresos
2021-06-09,-28.88,movimiento
2024-03-24,-15.58,transporte
2020-01-09,9.56,ingresos
2024-02-20,-614.51,vivienda
2022-01-01,-25.34,bizum
2019-10-25,-22.26,tecnologia
2020-03-05,-761.43,vivienda
2024-06-20,-477.69,vivienda
2022-08-12,-3.76,tecnologia
2021-04-29,-9.85,comida_fuera
2021-05-15,-12.47,comida_fuera
2024-10-10,-268.0,bizum
2021-01-20,-3.56,bizum
2023-07-19,-863.0,movimiento
2024-08-18,-17.12,comida_fuera
2023-02-13,-68.09,bizum
2022-12-28,-8.8,bizum
2023-06-01,6.9,tecnologia
2020-11-22,-8.21,viajes
2020-02-12,-3.79,compras
2021-03-25,-626.57,impuestos
2020-05-13,-39.19,impuestos
2024-09-21,-2.46,salud
2024-03-06,634.61,ingresos
2019-12-19,-6.1,amazon
2020-06-29,-19.94,amazon
2022-03-23,-601.27,prestamo
2021-09-09,-490.77,prestamo
2024-03-21,3.47,tecnologia
2025-01-27,99.25,ingresos
2024-04-16,-10.08,compras
2023-05-11,47.7,mascota
2024-08-14,-52.17,impuestos
2024-06-03,-56.59,mascota
2024-06-03,-7.61,servicios
2023-07-10,1.52,transporte
2021-02-02,-10.7,ocio
2021-06-07,-106.26,bizum
2023-11-01,-513.43,vivienda
2023-06-16,-22.5,movimiento
2022-05-03,-4.34,amazon
2023-06-07,-30.54,comida_fuera
2024-12-15,-16.73,comida
2021-07-03,-419.67,vivienda
2022-07-22,-18.06,amazon
2023-08-24,-1.52,tecnologia
2021-10-07,-15.26,bizum
2024-06-26,-13.2,comida
2024-09-07,-3.7,bizum
2019-07-20,-524.18,movimiento
2023-02-13,-4.3,amazon
2019-05-31,-12.93,otros
2022-12-14,-20.19,movimiento
2019-12-28,-63.09,movimiento
2024-06-08,-59.7,seguros
2023-09-04,3.14,transporte
2019-05-31,-4.51,ocio
2023-06-27,-706.86,prestamo
2024-05-22,-10.56,bizum
2020-02-08,-19.1,compras
2020-12-21,-137.73,mascota
2021-11-01,-8.25,amazon
2021-10-01,-54.37,bizum
2023-04-10,-8.74,ocio
2023-11-02,-16.72,suscripcion
2023-08-04,0.36,compras
2022-08-18,-1.69,salud
2022-11-02,-5.19,mascota
2022-12-20,-609.32,prestamo
2021-11-08,0.24,compras
2019-10-26,-16.99,ocio
2021-04-04,870.82,ingresos
2024-05-07,-8.83,comida_fuera
2023-01-09,-25.17,servicios
2024-08-13,-0.23,seguros
2022-01-05,-120.56,movimiento
2022-05-28,-18.12,servicios
2020-08-10,-4.21,salud
2025-02-28,48.57,seguros
2024-03-18,-31.05,ocio
2022-06-18,-3.41,amazon
2023-02-05,-26.76,bizum
2024-09-24,-8.94,mascota
2025-02-28,-73.1,bizum
2022-11-23,4.06,salud
2024-04-17,-15.21,ocio
2020-12-10,-6.92,transporte
2024-03-07,-493.25,vivienda
2023-06-03,-0.5,comida
2023-07-21,-5.76,comida
2024-07-18,8.1,transporte
2024-08-19,-33.12,viajes
2024-07-16,7.35,transporte
2022-10-09,-7.51,viajes
2019-12-31,-109.47,impuestos
2024-02-24,-415.94,vivienda
2020-01-10,-16.56,ocio
2021-06-08,-6.0,comida
2019-11-20,-5.55,transporte
2021-01-13,-588.94,movimiento
2022-09-27,-472.04,prestamo
2024-09-10,-31.11,compras
2020-01-10,-13.07,salud
2020-06-13,-12.91,tecnologia
2022-06-28,-0.29,suscripcion
2022-07-30,0.21,bizum
2022-03-04,-18.5,prestamo
2024-10-18,-8.76,suscripcion
2023-11-23,-8.68,bizum
2023-03-30,-6.37,bizum
2019-05-31,-9.85,comida_fuera
2024-06-28,-7.25,comida
2021-11-06,-8.36,tecnologia
2024-06-06,-4.26,salud
2023-02-18,-57.96,movimiento
2024-05-24,-2.17,transporte
2024-05-22,-10.44,tecnologia
2021-03-13,-9.17,tecnologia
2022-12-18,-5.37,transporte
2022-09-01,-4.6,comida
2021-08-07,-323.99,movimiento
2021-01-14,-681.97,vivienda
2020-10-31,-11.38,viajes
2025-02-27,-19.09,bizum
2021-01-13,-8.21,comida_fuera
2024-03-12,2.52,salud
2020-09-21,-6.67,comida_fuera
2021-06-04,-7.96,viajes
2023-07-07,9.19,ingresos
2023-08-03,-3.36,comida
2022-08-07,0.8,deporte
2023-11-28,3.6,tecnologia
2021-04-19,-56.06,compras
2023-05-11,-7.07,mascota
2021-10-22,-4.64,comida_fuera
2023-11-03,4.03,comida
2023-12-08,4.71,compras
2022-06-05,-650.19,prestamo
2023-01-23,-584.65,prestamo
2023-10-22,21.74,ingresos
2024-01-31,893.03,ingresos
2023-12-25,6.52,ingresos
2022-02-15,-10.01,salud
2021-07-26,-824.66,vivienda
2024-09-15,-137.3,impuestos
2022-11-30,-1259.45,otros
2019-06-26,0.96,viajes
2024-08-01,-97.64,impuestos
2020-06-06,-5.06,ocio
2023-09-25,-48.05,bizum
2021-06-30,-335.22,otros
2022-06-19,-2.59,transporte
2024-08-11,-34.63,bizum
2024-03-13,-641.36,vivienda
2022-12-05,-16.12,prestamo
2024-06-03,-176.08,seguros
2024-05-19,-13.08,comida
2019-09-13,-7.05,comida
2024-07-22,56.42,ingresos
2019-07-03,-5.43,transporte
2024-06-29,-7.71,comida
2023-09-14,0.56,transporte
2023-04-24,-61.68,transporte
2023-03-18,-2.74,transporte
2021-05-26,-610.34,vivienda
2024-09-02,-34.43,compras
2020-01-02,-209.36,tecnologi­a
2019-11-11,-13.06,suscripcion
2023-02-01,-8.01,viajes
2021-04-18,21.0,ingresos
2020-12-03,-11.05,transporte
2022-01-08,-5.4,comida
2022-10-17,-246.7,movimiento
2024-09-12,-3.1,tecnologia
2024-07-22,1.71,otros
2024-10-26,-63.85,transporte
2024-11-08,-3.17,tecnologia
2024-04-26,-6.46,suscripcion
2024-02-20,-34.82,servicios
2023-05-02,-10.63,servicios
2022-09-21,-657.25,otros
2019-07-09,-169.13,tecnologi­a
2021-08-02,-7.76,suscripcion
2020-09-03,-94.37,impuestos
2024-11-02,-530.15,otros
2020-07-09,-523.17,vivienda
2020-06-22,-7.3,salud
2023-06-06,-6.32,transporte
2022-09-03,-34.73,comida_fuera
2024-09-14,2031.17,ingresos
2023-11-27,6.59,tecnologia
2022-10-30,-6.68,compras
2021-06-20,-3.61,compras
2024-07-31,884.79,ingresos
2023-09-05,-465.48,movimiento
2019-11-02,-10.56,compras
2023-06-04,-7.77,comida
2020-04-21,-19.56,suscripcion
2022-07-21,-773.76,vivienda
2019-10-23,-455.07,movimiento
2024-10-27,-47.74,bizum
2019-05-31,-25.12,ocio
2021-03-04,-0.66,suscripcion
2020-08-07,-80.82,compras
2022-04-10,-2.36,salud
2023-07-04,1.02,salud
2023-11-25,-104.89,movimiento
2021-11-18,-4.57,suscripcion
2019-11-20,-10.68,transporte
2019-05-31,3.38,ingresos
2024-08-09,-19.14,otros
2024-01-24,-8.13,comida
2021-02-27,-53.27,compras
2019-11-29,-830.2,movimiento
2022-10-29,-3.2,comida_fuera
2024-03-01,-6.03,viajes
2020-06-19,-8.98,ocio
2022-05-01,-22.98,suscripcion
2022-11-15,-3.83,comida
2022-05-30,-13.14,compras
2024-06-05,-25.94,mascota
2022-11-01,-3.24,comida
2021-07-01,116.0,ingresos
2022-10-03,8.58,tecnologia
2021-06-30,-10.49,suscripcion
2021-12-05,-5.21,salud
2020-06-29,-12.99,otros
2024-11-28,-13.34,bizum
2024-01-30,-10.88,viajes
2024-11-01,-66.07,bizum
2020-08-24,-407.38,vivienda
2020-06-18,-15.12,ocio
2019-05-31,-4.82,otros
2023-11-03,1.77,tecnologia
2020-07-10,-32.15,movimiento
2021-06-28,-580.52,vivienda
2020-11-28,-137.65,servicios
2023-09-20,-842.59,vivienda
2023-08-27,-6.46,amazon
2024-08-05,21.43,mascota
2023-02-25,-3.61,tecnologia
2020-02-14,-6.25,ocio
2021-01-26,-201.39,otros
2021-12-30,-6.1,transporte
2020-02-04,1675.94,ingresos
2024-11-16,-3.86,comida
2023-07-13,2514.96,ingresos
2021-02-10,-596.77,vivienda
2025-01-03,-20.69,ingresos
2024-03-24,-0.01,amazon
2023-04-28,-10.09,otros
2021-07-06,-5.38,comida_fuera
2023-11-29,18.64,seguros
2019-11-09,-20.59,suscripcion
2023-05-15,-3.49,suscripcion
2021-07-23,-12.27,viajes
2021-08-24,-10.78,comida_fuera
2021-01-21,-2.92,comida
2024-07-28,-1.83,seguros
2024-11-15,-0.54,ingresos
2024-09-07,-15.19,suscripcion
2020-03-21,-84.5,otros
2025-01-14,4.06,comida
2023-04-14,831.46,ingresos
2023-12-06,-4.21,salud
2021-12-10,-19.03,servicios
2023-02-17,-156.1,servicios
2024-09-23,-2.05,compras
2021-11-22,-6.33,otros
2023-04-11,0.74,comida
2023-02-06,141.03,ingresos
2019-07-19,-13.91,movimiento
2024-06-30,0.58,tecnologia
2021-05-27,-3.77,tecnologia
2024-03-15,-37.7,tecnologia
2019-07-07,263.24,ingresos
2023-04-06,-21.89,comida
2023-10-24,-15.13,salud
2023-04-01,-3.94,compras
2023-03-19,-487.76,prestamo
2020-11-27,-10.58,otros
2020-03-07,-90.32,movimiento
2024-08-11,0.85,mascota
2020-10-26,-23.87,comida
2019-07-10,-3.04,salud
2023-05-15,88.33,ingresos
2022-03-18,169.76,ingresos
2024-08-11,-84.59,servicios
2019-08-28,-15.4,salud
2021-12-28,-8.11,ocio
2022-03-11,-19.25,impuestos
2019-09-14,-211.78,tecnologi­a
2024-03-30,5.84,tecnologia
2024-05-15,-495.46,vivienda
2024-03-23,22.6,ingresos
2024-07-17,-35.94,mascota
2021-01-18,-689.88,prestamo
2022-04-15,6.67,mascota
2025-01-31,-33.87,impuestos
2024-10-26,-7.21,suscripcion
2021-08-29,-42.0,movimiento
2024-11-21,-13.51,comida_fuera
2024-06-12,-6.36,bizum
2024-05-06,-4.32,servicios
2019-07-28,-9.12,viajes
2021-09-05,-42.8,servicios
2021-05-04,17.78,ingresos
2024-05-27,-12.44,transporte
2019-11-12,-3.57,salud
2021-08-23,-7.59,otros
2024-10-31,-4.56,ocio
2023-12-10,-7.33,servicios
2024-04-26,-9.16,salud
2024-12-01,-119.59,impuestos
2019-10-01,-6.63,amazon
2021-11-09,-331.98,otros
2024-03-09,-370.17,vivienda
2021-12-15,-16.84,comida
2023-05-30,-4.77,transporte
2024-07-07,-0.12,ocio
2023-03-14,-11.04,servicios
2024-06-05,67.32,ingresos
2021-02-03,7.56,compras
2023-01-01,-8.32,salud
2022-04-28,-84.23,servicios
2023-09-09,5.82,comida
2024-07-27,-40.09,comida_fuera
2022-03-18,-42.05,bizum
2023-02-08,-5.83,deporte
2023-12-20,-11.25,amazon
2022-04-08,-12.82,ocio
2023-02-14,3.5,tecnologia
2022-02-03,-109.65,servicios
2023-01-25,-59.18,servicios
2022-10-28,-15.44,comida_fuera
2019-05-31,-36.21,comida
2024-05-13,-11.29,suscripcion
2024-02-29,5.0,tecnologia
2023-01-16,-7.67,bizum
2023-10-25,-9.91,bizum
2022-07-28,-3.7,compras
2023-04-06,139.72,ingresos
2021-05-19,-11.82,compras
2021-08-25,-729.33,vivienda
2022-08-15,-243.43,movimiento
2023-05-30,0.31,comida
2023-04-30,0.92,salud
2023-02-12,-67.38,salud
2021-05-27,-14.88,compras
2023-10-26,-8.19,comida
2021-07-27,-9.99,comida
2021-02-19,-1542.4,movimiento
2020-07-15,-355.08,vivienda
2019-06-15,-14.28,viajes
2024-02-22,-7.34,suscripcion
2020-05-07,-15.15,suscripcion
2020-08-24,-2.96,salud
2022-05-12,-4.02,salud
2024-03-02,-6.94,comida_fuera
2021-06-01,-15.6,servicios
2024-07-30,-11.13,suscripcion
2022-12-15,-14.97,servicios
2024-06-12,-1.78,comida
2023-07-31,-3.46,mascota
2019-11-08,-34.96,compras
2024-04-10,-17.49,suscripcion
2019-09-02,-6.27,mascota
2020-08-04,-8.95,comida_fuera
2024-06-15,-230.1,bizum
2022-12-05,-3.85,transporte
2023-02-09,-1.69,salud
2023-07-14,-7.86,mascota
2020-11-30,-27.15,comida
2021-07-19,-3.66,amazon
2022-01-30,-15.02,suscripcion
2024-04-23,-26.18,mascota
2019-05-31,-30.61,salud
2022-09-26,1.04,seguros
2022-09-05,-564.58,movimiento
2021-01-31,1.35,compras
2021-09-05,-25.02,viajes
2025-02-28,-15.61,comida_fuera
2022-01-03,-116.49,impuestos
2020-01-07,-19.56,comida_fuera
2024-07-04,-14.42,comida_fuera
2020-03-19,-101.3,movimiento
2021-02-16,-11.28,compras
2024-12-22,39.33,seguros
2022-09-03,-575.17,vivienda
2019-10-31,-4.17,otros
2020-02-23,-16.14,salud
2024-10-10,23.74,seguros
2023-02-23,-145.7,amazon
2022-05-20,-6.93,comida
2021-05-15,-17.22,amazon
2024-03-03,-3.69,tecnologia
2023-08-02,4.72,deporte
2022-09-16,-3.45,otros
2022-11-07,-3.4,ocio
2019-07-26,-90.58,servicios
2023-09-08,-21.77,comida
2024-03-13,-3.67,tecnologia
2020-08-02,-13.07,suscripcion
2023-02-24,-5.03,viajes
2019-09-30,-120.73,impuestos
2019-09-19,-12.15,otros
2022-12-05,-6.98,amazon
2024-07-16,-7.44,suscripcion
2023-04-01,-6.21,salud
2024-08-18,74.44,ingresos
2021-07-28,-8.04,comida_fuera
2024-03-01,-26.05,bizum
2024-11-22,-3.23,comida_fuera
2019-12-09,-10.56,comida_fuera
2022-08-28,-345.71,otros
2024-08-24,-13.86,suscripcion
2024-04-07,-654.65,prestamo
2022-01-17,-13.83,comida_fuera
2024-03-28,-7.79,salud
2025-01-07,-87.89,seguros
2023-09-10,-3.78,tecnologia
2024-02-22,-3.61,tecnologia
2022-03-22,-878.83,vivienda
2024-05-28,-90.6,comida
2023-10-07,-61.47,servicios
2019-09-15,2877.99,ingresos
2020-12-10,0.26,viajes
2019-05-31,21.1,ingresos
2020-07-06,-448.22,prestamo
2023-01-16,-45.59,comida
2023-04-21,922.44,ingresos
2023-03-11,-19.33,movimiento
2022-07-15,-5.22,salud
2023-12-07,3.68,tecnologia
2024-06-09,-7.87,transporte
2022-08-19,-550.16,movimiento
2023-11-25,-11.82,comida
2024-08-15,-0.59,comida
2019-05-31,-7.67,salud
2024-08-24,-1.56,comida
2022-09-23,-122.85,movimiento
2021-03-27,-20.99,amazon
2024-10-08,-5.92,amazon
2020-08-06,-17.91,amazon
2021-02-10,-7.42,viajes
2023-05-01,-13.62,comida
2023-09-10,-8.15,otros
2019-11-16,-90.8,bizum
2021-10-21,-281.79,movimiento
2020-06-15,106.27,ingresos
2023-01-11,-6.93,suscripcion
2023-07-22,-7.27,comida_fuera
2023-01-07,-622.86,prestamo
2019-07-23,-9.41,amazon
2022-05-06,-72.3,servicios
2022-07-23,1699.89,ingresos
2020-09-29,-7.82,comida_fuera
2021-07-24,-6.59,otros
2023-11-03,-2.49,comida
2023-07-17,-32.02,comida
2021-12-12,-53.57,amazon
2022-04-03,-1.65,comida_fuera
2024-10-01,-7.75,viajes
2020-11-08,-14.51,comida_fuera
2024-09-28,-22.77,bizum
2022-03-05,-8.15,otros
2023-11-02,-0.93,ocio
2019-11-07,-10.37,servicios
2020-01-05,-6.36,transporte
2021-03-26,11.69,ingresos
2021-11-07,-125.18,servicios
2020-12-15,-704.73,vivienda
2019-10-03,-7.04,viajes
2023-01-04,-5.66,viajes
2020-01-16,-13.17,comida_fuera
2021-08-20,3.77,tecnologia
2021-03-18,-11.26,amazon
2022-03-16,-5.43,amazon
2021-06-17,0.01,bizum
2024-02-24,-12.7,comida
2023-04-08,-612.01,prestamo
2023-08-31,-412.09,movimiento
2023-01-28,-74.0,impuestos
2020-05-01,-16.25,viajes
2024-06-26,-112.55,servicios
2024-03-11,-9.59,comida_fuera
2020-10-01,-7.72,suscripcion
2022-10-06,7.09,transporte
2022-04-25,-102.8,otros
2024-08-28,-9.25,comida
2024-09-15,4.25,tecnologia
2019-06-14,-8.58,suscripcion
2024-09-03,66.1,ingresos
2019-05-31,-8.63,compras
2024-05-30,-5.22,comida
2019-10-04,-855.87,prestamo
2023-04-02,-29.74,comida
2023-06-26,-43.33,transporte
2021-05-15,-8.48,ingresos
2024-02-16,3.94,tecnologia
2024-02-13,0.22,comida
2022-11-15,0.64,comida
2020-02-05,-5.93,compras
2023-08-31,-10.78,mascota
2020-05-11,97.82,ingresos
2024-10-11,-2.83,ocio
2021-09-02,-9.13,otros
2023-04-22,-106.05,ocio
2021-11-26,-3.5,ocio
2025-01-16,6.42,mascota
2019-09-21,-8.49,comida_fuera
2021-12-17,-2.68,comida
2019-10-03,-8.79,comida
2023-01-15,-1.59,viajes
2021-09-09,-6.54,mascota
2023-06-24,1.79,mascota
2021-10-26,-615.17,prestamo
2020-09-09,-8.56,bizum
2024-11-09,100.01,ingresos
2021-02-07,-4.45,compras
2021-01-21,-115.24,servicios
2024-03-21,17.62,ingresos
2022-08-23,-18.84,seguros
2020-04-30,-16.25,comida_fuera
2020-09-14,-43.35,movimiento
2022-08-21,-0.38,viajes
2020-03-07,-10.83,otros
2022-11-04,0.13,comida
2020-03-17,-23.74,amazon
2022-03-15,-0.22,comida
2025-02-28,37.12,seguros
2022-11-26,-2.89,tecnologia
2023-03-13,-27.51,bizum
2023-10-29,-60.47,bizum
2024-02-21,-96.93,compras
2022-09-19,-7.86,comida
2021-08-16,-7.16,salud
2022-02-05,-8.72,comida_fuera
2020-10-18,-1.57,tecnologia
2023-08-02,-0.45,comida
2024-03-01,2.57,comida
2021-02-05,-10.71,otros
2024-04-16,-12.16,comida_fuera
2023-03-20,-76.4,ocio
2019-08-29,-8.05,salud
2023-07-02,-1.45,ocio
2024-06-05,2191.29,ingresos
2023-02-08,-25.27,comida
2020-10-27,-9.54,comida_fuera
2023-03-25,-1.25,comida
2022-10-05,-452.04,prestamo
